id,car_type,fault,description,solution,category,difficulty
591,كيا سيراتو,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع شيفروليه أوبترا.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,متوسط
592,ميتسوبيشي لانسر,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع سكودا أوكتافيا.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,صعب
593,نيسان صني,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع تويوتا كورولا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,سهل
594,فورد فوكس,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع فورد فوكس.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,متوسط
595,نيسان صني,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع كيا سيراتو.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,سهل
596,شيفروليه أوبترا,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع رينو لوجان.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,متوسط
597,شيفروليه أوبترا,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع كيا سيراتو.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,صعب
598,فورد فوكس,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع تويوتا كورولا.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,متوسط
599,رينو لوجان,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع كيا سيراتو.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,متوسط
600,تويوتا كورولا,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع كيا سيراتو.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,سهل
601,تويوتا كورولا,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع ميتسوبيشي لانسر.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,متوسط
602,بيجو 301,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع تويوتا كورولا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,متوسط
603,شيفروليه أوبترا,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع رينو لوجان.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,صعب
604,رينو لوجان,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع تويوتا كورولا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,سهل
605,رينو لوجان,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع هيونداي إلنترا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,متوسط
606,رينو لوجان,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع فورد فوكس.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,متوسط
607,شيفروليه أوبترا,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع تويوتا كورولا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,صعب
608,رينو لوجان,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع هيونداي إلنترا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,صعب
609,رينو لوجان,مروحة التبريد مش شغالة,السواق لاحظ إن مروحة التبريد مش شغالة والعربية من نوع نيسان صني.,"افحص فيوز المروحة والسلك بتاعها، لو تمام يبقى المروحة نفسها محتاجة تتغير.",تبريد,صعب
610,رينو لوجان,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع بيجو 301.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,سهل
611,ميتسوبيشي لانسر,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع سكودا أوكتافيا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,صعب
612,ميتسوبيشي لانسر,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع فورد فوكس.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,صعب
613,هيونداي إلنترا,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع رينو لوجان.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,صعب
614,رينو لوجان,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع هيونداي إلنترا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,سهل
615,كيا سيراتو,التكييف مش بيبرد,السواق لاحظ إن التكييف مش بيبرد والعربية من نوع سكودا أوكتافيا.,"جرب تنظف الفلتر وتشوف الفريون ناقص ولا لأ. لو الفريون تمام، ممكن الكومبروسر ضعيف.",تبريد,متوسط
